incident_id,incident_datetime,latitude,longitude
834061363,02/07/2018 02:16:55 PM,37.35228744711068,-121.90433746231483
834155617,02/13/2018 01:53:44 PM,37.29380812323518,-122.04038200417195
834155534,02/13/2018 04:57:32 PM,37.348040257192345,-121.90553060871092
834417374,02/16/2018 04:11:04 PM,37.27201733280461,-122.01762665803905
834417354,02/16/2018 06:17:23 PM,37.387591348623964,-121.950921976564
834646045,02/19/2018 03:51:34 PM,37.31070946887649,-121.93058509076548
834646015,02/19/2018 05:16:04 PM,37.351338174761295,-121.900569324459
834831208,02/21/2018 10:49:17 AM,37.2972801211107,-121.82041096364374
834846650,02/21/2018 06:03:26 PM,37.348040257192345,-121.90553060871092
834902777,02/22/2018 10:45:27 AM,37.22228775595038,-121.78075714474872
834061031,02/08/2018 08:47:20 AM,37.29617712911409,-122.03128526846176
834059541,02/11/2018 01:23:36 PM,37.31087760944556,-121.93368322047914
834059526,02/11/2018 02:30:52 PM,37.126310556023405,-121.70519544986472
835418496,02/27/2018 06:07:21 PM,37.93316,-122.03346200000001
835484036,02/28/2018 09:52:50 AM,37.29617712911409,-122.03128526846176
835613682,03/01/2018 10:39:45 PM,37.39968016948053,-122.10867132453652
835859615,03/03/2018 01:24:53 PM,37.348040257192345,-121.90553060871092
834060419,02/09/2018 12:09:57 PM,37.31493528754397,-121.93094108949506
834060370,02/09/2018 02:09:30 PM,37.29280906720443,-121.99989603294873
835941692,03/04/2018 06:42:13 PM,37.294496819809495,-121.87186290791229
836357713,03/05/2018 03:57:26 PM,37.348040257192345,-121.90553060871092
836509878,03/07/2018 08:41:13 AM,37.29617712911409,-122.03128526846176
836534478,03/07/2018 10:51:34 AM,37.29280906720443,-121.99989603294873
836534345,03/07/2018 05:41:22 PM,37.31226790263863,-122.05448372531549
836574324,03/08/2018 09:21:31 AM,37.274224304024244,-122.0312482232478
836610512,03/08/2018 03:49:33 PM,37.42364154148906,-121.96481331963008
836633531,03/08/2018 08:54:45 PM,37.27190350759417,-122.02068332210605
836825458,03/09/2018 01:42:16 PM,37.31561456078652,-122.05462210983241
837106330,03/12/2018 10:03:09 AM,37.329310988234226,-121.90242664983255
837282863,03/12/2018 10:37:07 AM,37.42191241205615,-121.91136434683672
834074770,02/12/2018 01:55:47 PM,37.344866600320714,-121.89573475089773
834074715,02/12/2018 03:57:53 PM,37.35402730048415,-121.90584969614679
837459608,03/12/2018 03:23:28 PM,37.33460541057188,-121.8794101562154
837472455,03/12/2018 03:27:47 PM,37.08824123758206,-121.61119275613936
837472432,03/12/2018 07:26:43 PM,37.30166279845231,-121.92618278291978
838193019,03/15/2018 11:56:55 AM,37.32347784046126,-121.92577362906627
838270118,03/16/2018 02:10:23 PM,37.07187475203344,-121.66874099919352
838270105,03/16/2018 03:12:54 PM,37.320159578070985,-121.87639219129652
838385615,03/18/2018 04:04:11 AM,37.44332410571561,-122.1630100532111
838535613,03/19/2018 04:19:36 PM,37.11728044547543,-121.63851259009016
838641186,03/20/2018 07:53:15 PM,37.33609319913819,-121.90148755984914
838731371,03/21/2018 04:10:41 PM,37.34168347472415,-121.87782073831265
838743183,03/21/2018 05:43:49 PM,37.01039816939525,-121.55534534533777
838796279,03/22/2018 10:08:08 AM,37.322928394412905,-122.04036310979794
838820465,03/22/2018 11:12:31 AM,37.33770841356906,-122.04919922503642
838940421,03/23/2018 07:22:18 AM,37.411862736459696,-122.01692302121404
839191293,03/24/2018 04:34:46 PM,37.379334306329724,-121.83459671649817
840154659,03/27/2018 09:28:32 AM,37.29617712911409,-122.03128526846176
840216813,03/28/2018 05:10:14 AM,37.40970550083551,-121.94408632547773
840269087,03/28/2018 03:38:14 PM,37.26767860214788,-121.9821391281953
840246304,03/28/2018 04:06:18 PM,37.07460214633204,-121.60324383075373
840594348,03/29/2018 11:33:37 AM,37.08286089015992,-121.60418811095137
840594308,03/29/2018 01:04:05 PM,37.31593510758621,-122.069313733345
840904511,03/31/2018 05:31:19 PM,37.329757528401906,-121.8979290991478
840895153,03/31/2018 05:46:47 PM,37.329757528401906,-121.8979290991478
840956692,04/01/2018 02:59:36 PM,37.174445535027694,-121.82329083990268
841285119,04/02/2018 04:01:51 PM,37.25572593888588,-121.93032389909807
841686764,04/04/2018 01:52:53 PM,37.35842541311703,-121.83147042468292
841834320,04/05/2018 02:38:40 PM,37.42191241205615,-121.91136434683672
841884615,04/06/2018 08:36:28 AM,37.42934857849024,-122.17048294762493
842209891,04/10/2018 02:43:23 AM,37.32381502408216,-121.92605521229888
842338377,04/11/2018 07:24:40 PM,37.33613340007568,-121.88934535168887
842415007,04/12/2018 05:26:17 PM,37.388891729102895,-121.98571552438524
842869790,04/16/2018 03:56:09 PM,37.00387450848936,-121.5474456663258
842929549,04/17/2018 07:10:53 AM,37.313979129811,-121.93343320614584
843036146,04/18/2018 04:01:54 PM,37.37602312954802,-121.83591424114016
843083966,04/19/2018 06:08:41 AM,37.411425125678356,-121.94050399272236
842929559,04/17/2018 06:20:42 AM,37.32292915953065,-122.03946887943572
842946249,04/17/2018 01:05:16 PM,37.35228744711068,-121.90433746231483
843357369,04/21/2018 07:30:00 PM,37.40970550083551,-121.94408632547773
843606652,04/23/2018 11:42:14 AM,37.41828751890225,-121.9046494147837
843671676,04/23/2018 02:26:40 PM,37.258787117060656,-121.85921509444964
843793566,04/24/2018 08:07:00 AM,37.32347784046126,-121.92577362906627
844028459,04/25/2018 03:43:11 PM,37.348040257192345,-121.90553060871092
844099289,04/26/2018 04:13:16 PM,37.351338174761295,-121.900569324459
